무인교통단속카메라관리번호,시도명,시군명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
H7035,경기도,용인시,지방도,318,원설로,3,,경기도 용인시 처인구 원삼면 두창리 1012-1,37.1551191,127.3378938,두창사거리(원삼→백암),2,60,99,2022,경기도남부경찰청,031-888-3952,2025-03-28
H7338,경기도,용인시,시도,,신봉1로,3,,경기도 용인시 수지구 신봉동 576-7,37.33276741,127.0552502,서봉마을회관앞 어린이보호구역(숲속다예린유치원)(서봉교→서봉2교),1,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H7344,경기도,용인시,고속국도,3,수도권제2순환고속도로,3,,경기도 용인시 처인구 포곡읍 삼계리 산 102-3,37.27601242,127.2331623,수도권제2순환고속도로(화성-광주) 18.7km지점,1,100,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1383,경기도,용인시,시도,,고기로,3,,경기도 용인시 수지구 동천동 62-15,37.3508532,127.0858536,푸르니수지어린이집 어린이보호구역(동천초교→서분당IC),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1384,경기도,용인시,시도,,고기로,3,,경기도 용인시 수지구 동천동 58-3,37.3505648,127.0858997,푸르니수지어린이집 어린이보호구역(서분당IC→동천초교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1386,경기도,용인시,시도,,고기로,3,,경기도 용인시 수지구 동천동 143-1,37.3446757,127.0918645,동천자이아파트 정문 어린이보호구역(동천초교)(고기로→삼성쉐르빌),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1387,경기도,용인시,시도,,고기로67번길,3,,경기도 용인시 수지구 동천동 156-7,37.3446455,127.0921747,롯데주류 입구 어린이보호구역(동천초교)(목양교회→동천초교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1388,경기도,용인시,시도,,고기로,3,,경기도 용인시 수지구 동천동 154-1,37.3445552,127.0945462,동천초교 정문 어린이보호구역(분당→낙생저수지),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1390,경기도,용인시,시도,,고매로43번길,3,경기도 용인시 기흥구 고매로43번길 93-2,경기도 용인시 기흥구 공세동 154-31번지,37.23779601,127.1177321,해비치타운하우스 앞 어린이보호구역(공세초교)(공세초교→공세터널),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1391,경기도,용인시,시도,,수지로,3,,경기도 용인시 수지구 상현동 106-31,37.3095086,127.0761558,수지풍산A삼거리 어린이보호구역(성복역→포은대로),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1392,경기도,용인시,시도,,수지로461번길,3,,경기도 용인시 수지구 동천동 889,37.3372571,127.0958692,동천어린이집 앞 어린이보호구역(동천체육공원→현대홈타운2차),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8180,경기도,용인시,지방도,98,한터로,3,,경기도 용인시 처인구 양지면 대대리 463-17,37.26127301,127.2680801,한터초교삼거리 (아시아나CC → 용인로뎀파크수목장)&amp;lt;어린이보호구역&amp;gt;,2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8181,경기도,용인시,시도,,교동로,3,,경기도 용인시 처인구 양지면 양지리 350-3,37.23641011,127.284417,양지초등학교정문앞(양지면행정복지센타 → 양지면주민자치센타),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8182,경기도,용인시,시도,,명지로40번길,3,,경기도 용인시 처인구 역북동 738,37.23284201,127.184523,근린공원삼거리 (함박초교)(함박초교삼거리 → 용인소방서)&amp;lt;어린이보호구역&amp;gt;,2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8183,경기도,용인시,지방도,57,동부로,3,,경기도 용인시 처인구 운학동 363-1,37.20233011,127.244985,운학초교사거리 (용인송담대학교 →  석산입구삼거리)&amp;lt;어린이보호구역&amp;gt;,2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8184,경기도,용인시,시도,,원양로,1,,경기도 용인시 처인구 원삼면 좌항리 127-9,37.20134501,127.320986,좌항초교정문앞(용담저수지 → 좌전삼거리)&amp;lt;어린이보호구역&amp;gt;,2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H5181,경기도,용인시,지방도,98,한터로,3,경기도 용인시 처인구 양지면 한터로 712,경기도 용인시 처인구 양지면 대대리 799-1,37.26229011,127.2819312,대한용기앞(광주→용인),1,60,99,2022,경기도남부경찰청,031-888-3952,2025-03-28
J1393,경기도,용인시,시도,,수지로461번길,3,,경기도 용인시 수지구 동천동 889,37.3368947,127.0957773,동천어린이집 앞 어린이보호구역(현대홈타운2차→동천체육공원),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J1394,경기도,용인시,시도,,동천로,3,,경기도 용인시 수지구 동천동 968,37.3381884,127.0843587,한빛중학교 앞 사거리 어린이보호구역 (한빛초교) (염광장로교회→광교산),2,30,2,2024,경기도남부경찰청,031-888-3952,2025-03-28
H7043,경기도,용인시,시도,,한터로152번길,2,,경기도 용인시 처인구 고림동 264-4,37.2474484,127.2280566,고림초교정문앞 어린이보호구역(고림초등학교삼거리→인정피렌체빌리지),1,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H7048,경기도,용인시,시도,,경안천로258번길,3,,경기도 용인시 처인구 고림동 481-14,37.2614246,127.2232042,예간어린이집 건너편 어린이보호구역(비전교회삼거리 → 대동교),2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H7050,경기도,용인시,시도,,오포로,3,,경기도 용인시 처인구 모현읍 능원리 25-2,37.3416072,127.1754622,능원초교입구사거리 어린이보호구역(용인→광주),2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H7051,경기도,용인시,시도,,중부대로1158번길,3,경기도 용인시 처인구 중부대로1158번길 45,경기도 용인시 처인구 삼가동 555번지,37.2374834,127.1701193,삼가초등학교앞 어린이보호구역(두산위브1단지→용인시청),2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H7052,경기도,용인시,시도,,경기동로687번길,3,,경기도 용인시 처인구 이동읍 송전리 721-1,37.1406247,127.1974546,송전초등학교삼거리 어린이보호구역(송전중학교삼거리→이동파출소),2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H7054,경기도,용인시,시도,,포곡로,3,,경기도 용인시 처인구 포곡읍 둔전리 190-2,37.2707421,127.2197612,보라어린이집삼거리 어린이보호구역(둔전역→포곡고등학교),2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H7055,경기도,용인시,시도,,포곡로,3,,경기도 용인시 처인구 포곡읍 둔전리 400-5,37.2679699,127.2142865,계룡아파트삼거리 어린이보호구역(인성어린이집)(포곡고교→둔전역),2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H7056,경기도,용인시,시도,,포곡로141번길,3,,경기도 용인시 처인구 포곡읍 둔전리 452,37.2732065,127.2197951,둔전제일초교앞사거리 어린이보호구역(영문리→포곡고등학교),2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H5716,경기도,용인시,일반국도,42,중부대로,3,경기도 용인시 기흥구 중부대로55번길 11,경기도 용인시 기흥구 영덕동 916번지 영통빌리지,37.2675742,127.0749595,"프리미엄아울렛사거리 3,4차로(영통고가→원천교)",2,50,99,2022,경기도남부경찰청,031-888-3952,2025-03-28
J0622,경기도,용인시,시도,,금화로,3,,경기도 용인시 기흥구 상갈동 461-2,37.2636281,127.1089336,금화어린이1공원 앞 어린이보호구역(상갈초교)(상갈초교→상갈중학교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H7563,경기도,용인시,지방도,311,동부대로,3,,경기도 용인시 기흥구 하갈동 산 35-14,37.2577721,127.0940393,청명터널 입구(동부대로) 종점 1차로(오산시청-&amp;gt;광교상현IC),99,80,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8175,경기도,용인시,시도,,금학로,3,,경기도 용인시 처인구 김량장동 245-8,37.23753801,127.205252,용인초등학교삼거리(운동장 송담대역 → 김량장역)&amp;lt;어린이보호구역&amp;gt;,2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8176,경기도,용인시,시도,,명지로,3,,경기도 용인시 처인구 김량장동 512,37.2348011,127.191773,역북초교정문건너편(역북초교삼거리 → 용신중학교)&amp;lt;어린이보호구역&amp;gt;,2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8177,경기도,용인시,시도,,한숲로,3,,경기도 용인시 처인구 남사읍 완장리 949-3,37.15763901,127.173679,한숲중학교앞 (남곡초교) (용인한숲시티2단지 → 남사도서관)&amp;lt;어린이보호구역&amp;gt;,2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8178,경기도,용인시,시도,,금학로,3,,경기도 용인시 처인구 마평동 758-59,37.23598011,127.215866,용마초등학교사거리 (동부동행정복지센터 → 용인시종합운동장)&amp;lt;어린이보호구역&amp;gt;,2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0702,경기도,용인시,시도,,덕성산단2로6번길,3,,경기도 용인시 처인구 이동읍 덕성리 695-2,37.17246501,127.205169,엘리시안러닝센터 앞(시미리→천리),2,30,99,2024,경기도남부경찰청,031-888-3952,2025-03-28
H8130,경기도,용인시,시도,,성북2로,3,,경기도 용인시 수지구 상현동 83-7,37.31053701,127.083331,상현동육교교차로 (성복역 → 상현2동주민센터삼거리),2,50,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
H9914,경기도,용인시,시도,,신갈로,3,,경기도 용인시 기흥구 신갈동 72,37.27287901,127.105651,신갈초교 정문 앞 어린이보호구역(신갈초등학교삼거리→신갈오거리),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H5693,경기도,용인시,시도,,고매로,3,,경기도 용인시 기흥구 고매동 819-49,37.2315545,127.1101511,기흥초교 후문 앞 어린이보호구역(기흥동주민센터→공세교삼거리),2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H5694,경기도,용인시,시도,,백원로,3,,경기도 용인시 처인구 백암면 근창리 109-5,37.1632645,127.3682949,백암초교 앞 어린이보호구역(원삼면→버스터미널),2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H5696,경기도,용인시,지방도,57,원양로,3,,경기도 용인시 처인구 원삼면 독성리 298-7,37.1628202,127.3142964,원삼초교 전 어린이보호구역(원삼면행정복지센터→원삼초교),2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H4478,경기도,용인시,시도,,중부대로1158번길,3,,경기도 용인시 처인구 삼가동 554,37.2377997,127.1697048,삼가초교 앞 어린이보호구역(삼가초교→두산위브아파트),1,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H4482,경기도,용인시,시도,,어정로,3,,경기도 용인시 기흥구 상하동 380-7,37.26952701,127.137695,지석초등학교 입구 어린이보호구역(강남교회→지석초교),1,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H4483,경기도,용인시,시도,,백원로,3,,경기도 용인시 처인구 원삼면 두창리 998-1,37.1560864,127.3403889,두창초교 입구 삼거리 어린이보호구역(백암→두창사거리),1,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H7378,경기도,용인시,시도,,서그내로,3,,경기도 용인시 기흥구 서천동 261-1,37.24254209,127.0726455,서천초교입구 어린이보호구역(내서천삼거리→서천초교삼거리),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8097,경기도,용인시,시도,,동백중앙로,3,,경기도 용인시 기흥구 중동 1072,37.26420401,127.158699,초당초교정문삼거리 (초당중학교 → 초당고등학교)&amp;lt;어린이보호구역&amp;gt;,2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8098,경기도,용인시,시도,,동백중앙로,3,경기도 용인시 기흥구 동백중앙로 310,경기도 용인시 기흥구 중동 874번지,37.2795374,127.1566493,동백초교사거리 (동백119안전센터 → 동백고등학교)&amp;lt;어린이보호구역&amp;gt;,2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8099,경기도,용인시,지방도,23,천덕산로,3,,경기도 용인시 처인구 남사읍 원암리 216-22,37.09469101,127.143947,대각사 입구 (성은리 → 남촌초등학교),2,60,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8109,경기도,용인시,시도,,구성3로,3,,경기도 용인시 기흥구 청덕동 502-12,37.29399401,127.150403,청덕초교 건너편 (물푸레7단지 →물푸레3단지)&amp;lt;어린이보호구역&amp;gt;,2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8110,경기도,용인시,시도,,현암로,1,,경기도 용인시 수지구 죽전동 560-12,37.33143901,127.116345,대지중학교 앞 어린이보호구역 (대지초교) (죽전1동행정복지센터 → 죽전교차로),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H3458,경기도,용인시,일반국도,43,포은대로,3,,경기도 용인시 수지구 죽전동 1280,37.3238161,127.1136473,뜨리에체A삼거리(광주-&amp;gt;죽전역),2,50,99,2022,경기도남부경찰청,031-888-3952,2025-03-28
H3459,경기도,용인시,지방도,23,신수로,3,,경기도 용인시 수지구 풍덕천동 885,37.3267582,127.1030355,풍덕천보도육교삼거리(신갈-&amp;gt;분당),2,60,99,2022,경기도남부경찰청,031-888-3952,2025-03-28
H6949,경기도,용인시,시도,,포은대로,3,,경기도 용인시 수지구 상현동 82,37.3092069,127.082458,해나무유치원 앞 어린이보호구역(이룸교회→서원마을삼거리),2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H6951,경기도,용인시,시도,,문인로,3,,경기도 용인시 수지구 풍덕천동 746,37.3332231,127.0947737,아이큰별어린이집 건너편 어린이보호구역(초입마을사거리→수지중학교),2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H6952,경기도,용인시,시도,,수지로,1,경기도 용인시 수지구 수풍로 16,경기도 용인시 수지구 풍덕천동 747,37.3254366,127.0906182,토월초교사거리 어린이보호구역,2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H6958,경기도,용인시,시도,,수지로,3,경기도 용인시 수지구 수지로342번길 3,경기도 용인시 수지구 풍덕천동 701-1번지,37.3279211,127.0941463,풍덕천1동주민센터사거리 어린이보호구역,2,50,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
H4514,경기도,용인시,시도,,흥덕중앙로105번길,3,,경기도 용인시 기흥구 영덕동 1163,37.2775651,127.0790274,흥덕마을10단지삼거리 어린이보호구역(샘말초교)(흥덕중학교→흥덕마을11단지),2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
